frame_idx,track_id,x1,y1,x2,y2,conf,verdict,collector,session,captured_at
0,-1,222,176,305,298,,1,Hector,live_20260727-211017,2026-07-27T19:17:31.621362+00:00
0,-2,319,177,409,316,,1,Hector,live_20260727-211017,2026-07-27T19:17:31.543047+00:00
184,1,294,191,434,347,,1,Hector,live_20260727-211017,2026-07-27T19:17:33.524565+00:00
184,2,206,185,311,306,,1,Hector,live_20260727-211017,2026-07-27T19:17:33.682186+00:00
358,1,270,181,427,358,,1,Hector,live_20260727-211017,2026-07-27T19:17:35.082048+00:00
358,2,213,184,311,309,,1,Hector,live_20260727-211017,2026-07-27T19:17:35.288950+00:00
551,1,291,175,429,357,,1,Hector,live_20260727-211017,2026-07-27T19:17:36.123262+00:00
551,2,215,183,314,306,,1,Hector,live_20260727-211017,2026-07-27T19:17:36.339350+00:00
742,1,251,175,432,358,,1,Hector,live_20260727-211017,2026-07-27T19:17:38.066653+00:00
742,2,216,185,314,310,,1,Hector,live_20260727-211017,2026-07-27T19:17:47.969974+00:00
932,1,293,185,448,349,,1,Hector,live_20260727-211017,2026-07-27T19:17:49.248911+00:00
932,2,212,185,316,295,,1,Hector,live_20260727-211017,2026-07-27T19:17:49.409840+00:00
1125,1,301,185,450,350,,1,Hector,live_20260727-211017,2026-07-27T19:18:26.175574+00:00
1125,2,219,168,324,319,,1,Hector,live_20260727-211017,2026-07-27T19:18:26.356216+00:00
1339,1,296,177,439,339,,1,Hector,live_20260727-211017,2026-07-27T19:18:27.413615+00:00
1562,1,293,180,441,343,,1,Hector,live_20260727-211017,2026-07-27T19:18:28.177552+00:00
1782,1,289,180,439,348,,1,Hector,live_20260727-211017,2026-07-27T19:18:28.839612+00:00
1985,1,283,186,443,341,,1,Hector,live_20260727-211017,2026-07-27T19:18:30.476655+00:00
1985,13,335,71,403,226,,1,Hector,live_20260727-211017,2026-07-27T19:18:31.294552+00:00
2179,1,282,187,438,343,,1,Hector,live_20260727-211017,2026-07-27T19:19:37.537438+00:00
2179,13,183,179,297,299,,1,Hector,live_20260727-211017,2026-07-27T19:19:37.646343+00:00
2373,1,289,185,443,343,,1,Hector,live_20260727-211017,2026-07-27T19:19:38.675202+00:00
2373,13,134,168,287,308,,1,Hector,live_20260727-211017,2026-07-27T19:19:38.831677+00:00
2559,1,306,189,442,344,,1,Hector,live_20260727-211017,2026-07-27T19:19:39.856270+00:00
2559,13,186,163,298,289,,1,Hector,live_20260727-211017,2026-07-27T19:19:40.016976+00:00
2749,1,287,185,452,343,,1,Hector,live_20260727-211017,2026-07-27T19:19:41.436253+00:00
2749,13,151,171,313,293,,1,Hector,live_20260727-211017,2026-07-27T19:19:41.554698+00:00
2941,1,288,182,444,342,,1,Hector,live_20260727-211017,2026-07-27T19:19:42.595377+00:00
2941,13,193,172,308,296,,1,Hector,live_20260727-211017,2026-07-27T19:19:42.756194+00:00
3127,1,286,186,446,340,,1,Hector,live_20260727-211017,2026-07-27T19:19:43.854516+00:00
3127,13,208,176,314,294,,1,Hector,live_20260727-211017,2026-07-27T19:19:43.991273+00:00
3316,1,280,183,445,343,,1,Hector,live_20260727-211017,2026-07-27T19:19:46.223628+00:00
3316,13,195,172,306,293,,1,Hector,live_20260727-211017,2026-07-27T19:19:47.117208+00:00
3508,1,278,189,441,358,,1,Hector,live_20260727-211017,2026-07-27T19:19:49.259741+00:00
3508,13,194,173,308,293,,1,Hector,live_20260727-211017,2026-07-27T19:19:50.490649+00:00
