frame_idx,track_id,x1,y1,x2,y2,conf,verdict,collector,session,captured_at
0,-1,267,167,420,333,,1,Hector,live_20260727-212706,2026-07-27T19:31:20.028338+00:00
664,-2,193,274,224,323,,1,Hector,live_20260727-212706,2026-07-27T19:32:07.246183+00:00
664,-3,171,138,209,194,,1,Hector,live_20260727-212706,2026-07-27T19:32:07.454921+00:00
664,-4,327,177,359,209,,1,Hector,live_20260727-212706,2026-07-27T19:32:07.667957+00:00
664,-5,355,212,384,237,,1,Hector,live_20260727-212706,2026-07-27T19:32:07.864394+00:00
664,-6,304,113,321,144,,1,Hector,live_20260727-212706,2026-07-27T19:32:08.074759+00:00
664,-7,334,105,354,130,,1,Hector,live_20260727-212706,2026-07-27T19:32:08.249990+00:00
664,-8,349,127,366,149,,1,Hector,live_20260727-212706,2026-07-27T19:32:08.437780+00:00
664,-9,383,84,407,118,,1,Hector,live_20260727-212706,2026-07-27T19:32:08.634017+00:00
664,-10,412,62,433,91,,1,Hector,live_20260727-212706,2026-07-27T19:32:08.781123+00:00
664,-11,461,47,482,81,,1,Hector,live_20260727-212706,2026-07-27T19:32:08.959666+00:00
664,-12,496,40,510,69,,1,Hector,live_20260727-212706,2026-07-27T19:32:09.116738+00:00
664,-13,535,71,557,115,,1,Hector,live_20260727-212706,2026-07-27T19:32:09.281403+00:00
664,-14,495,94,524,133,,1,Hector,live_20260727-212706,2026-07-27T19:32:09.461353+00:00
664,-15,426,184,447,208,,1,Hector,live_20260727-212706,2026-07-27T19:32:06.432731+00:00
664,494,209,134,244,179,,1,Hector,live_20260727-212706,2026-07-27T19:32:06.652552+00:00
664,509,164,236,202,293,,1,Hector,live_20260727-212706,2026-07-27T19:32:06.873283+00:00
664,521,385,149,417,203,,1,Hector,live_20260727-212706,2026-07-27T19:32:07.056557+00:00
818,-16,82,173,118,215,,1,Hector,live_20260727-212706,2026-07-27T19:32:20.403877+00:00
818,-17,123,164,157,202,,1,Hector,live_20260727-212706,2026-07-27T19:32:20.607953+00:00
818,-18,205,221,240,264,,1,Hector,live_20260727-212706,2026-07-27T19:32:20.795472+00:00
818,494,246,122,281,165,,1,Hector,live_20260727-212706,2026-07-27T19:32:19.274447+00:00
818,846,220,271,260,323,,1,Hector,live_20260727-212706,2026-07-27T19:32:20.110915+00:00
969,921,77,102,120,172,,1,Hector,live_20260727-212706,2026-07-27T19:32:24.555965+00:00
969,1082,165,62,203,141,,1,Hector,live_20260727-212706,2026-07-27T19:32:24.935160+00:00
969,1091,366,251,407,317,,1,Hector,live_20260727-212706,2026-07-27T19:32:25.884634+00:00
969,1096,219,261,255,318,,1,Hector,live_20260727-212706,2026-07-27T19:32:26.280092+00:00
969,849,173,204,216,279,,1,Hector,live_20260727-212706,2026-07-27T19:32:26.660765+00:00
1107,921,81,101,121,168,,1,Hector,live_20260727-212706,2026-07-27T19:32:28.036011+00:00
1107,1283,346,165,379,222,,1,Hector,live_20260727-212706,2026-07-27T19:32:29.099088+00:00
1107,1141,419,79,455,133,,1,Hector,live_20260727-212706,2026-07-27T19:32:29.399690+00:00
1107,1082,194,106,228,181,,1,Hector,live_20260727-212706,2026-07-27T19:32:29.656569+00:00
1107,-19,520,71,538,112,,1,Hector,live_20260727-212706,2026-07-27T19:32:35.597789+00:00
1107,-20,519,115,562,145,,1,Hector,live_20260727-212706,2026-07-27T19:32:35.768253+00:00
1107,-21,517,155,560,179,,1,Hector,live_20260727-212706,2026-07-27T19:32:35.261692+00:00
1107,1326,385,81,420,159,,1,Hector,live_20260727-212706,2026-07-27T19:32:35.427349+00:00
1287,1656,511,133,550,215,,1,Hector,live_20260727-212706,2026-07-27T19:32:37.834752+00:00
1287,1676,456,159,497,226,,1,Hector,live_20260727-212706,2026-07-27T19:32:38.273995+00:00
