frame_idx,track_id,x1,y1,x2,y2,conf,verdict,collector,session,captured_at
225,1,177,7,636,356,,1,unknown,live_20260723-144237,2026-07-23T14:27:02.062799+00:00
326,-1,292,62,618,313,,1,unknown,live_20260723-144237,2026-07-23T14:27:04.809090+00:00
436,-2,330,18,575,287,,1,unknown,live_20260723-144237,2026-07-23T14:27:18.296034+00:00
527,-3,231,9,463,305,,1,unknown,live_20260723-144237,2026-07-23T14:27:24.330842+00:00
1074,1,179,58,575,356,,1,unknown,live_20260723-144237,2026-07-23T14:27:47.966027+00:00
1179,-4,394,37,637,327,,1,unknown,live_20260723-144237,2026-07-23T12:44:35.891650+00:00
645,-4,258,40,472,275,,1,unknown,live_20260723-144237,2026-07-23T14:27:28.901633+00:00
764,-5,259,6,508,291,,1,unknown,live_20260723-144237,2026-07-23T14:27:34.892985+00:00
884,1,0,24,295,354,,0,unknown,live_20260723-144237,2026-07-23T14:27:39.847697+00:00
988,1,156,30,556,358,,1,unknown,live_20260723-144237,2026-07-23T14:27:43.889925+00:00
1179,-6,404,78,620,301,,1,unknown,live_20260723-144237,2026-07-23T14:27:51.341671+00:00
