frame_idx,track_id,x1,y1,x2,y2,conf,verdict,collector,session,captured_at
0,-1,161,164,275,299,,1,Alvaro,live_20260727-204544,2026-07-27T18:48:58.606746+00:00
0,-2,299,167,435,331,,1,Alvaro,live_20260727-204544,2026-07-27T18:48:58.805045+00:00
192,2,178,162,283,300,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:01.005991+00:00
192,1,277,180,434,343,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:01.433988+00:00
388,2,152,157,285,299,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:03.349911+00:00
388,1,277,176,435,344,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:04.523772+00:00
587,2,180,165,293,301,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:06.108309+00:00
587,1,265,175,432,344,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:06.342808+00:00
779,1,300,168,443,345,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:07.606091+00:00
779,2,189,158,305,304,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:08.274013+00:00
975,1,285,173,438,348,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:09.405976+00:00
975,2,158,159,301,301,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:09.604361+00:00
1170,2,163,166,304,304,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:11.174252+00:00
1170,1,291,176,434,346,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:11.428155+00:00
1360,2,176,164,301,303,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:12.663499+00:00
1360,1,284,172,441,359,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:12.963433+00:00
1556,2,108,160,286,308,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:14.327845+00:00
1556,1,255,179,434,349,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:14.846554+00:00
1764,2,201,158,305,308,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:17.231482+00:00
1764,1,251,174,431,348,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:17.905862+00:00
1954,-3,136,141,288,304,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:21.593550+00:00
1954,1,279,182,435,347,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:22.047013+00:00
2160,2,130,159,305,305,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:23.265997+00:00
2160,1,280,180,431,346,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:23.466560+00:00
2349,2,170,161,311,311,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:25.510202+00:00
2349,1,281,180,430,345,,1,Alvaro,live_20260727-204544,2026-07-27T18:49:28.696348+00:00
